URL,Institution,Conference,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,SrvAtt
http://stats.ncaa.org/team/454/16000,Murray St.,MVC,,21,262,148,750,0.152,231,18,44,331,29,7,40,3,307,2,
http://stats.ncaa.org/team/488/16000,N.C. A&T,CAA,,29,317,153,891,0.184,298,49,52,370,51,15,80,10,421,11,
http://stats.ncaa.org/team/489/16000,N.C. Central,MEAC,,13,112,67,399,0.113,101,12,36,157,29,6,26,7,143,8,
http://stats.ncaa.org/team/490/16000,NC State,ACC,,22,285,120,817,0.202,255,36,52,354,32,8,67,5,362.5,4,
http://stats.ncaa.org/team/503/16000,NIU,MAC,,22,307,104,821,0.247,269,37,64,358,38,4,72,9,384,3,
http://stats.ncaa.org/team/471/16000,NJIT,America East,,22,231,134,760,0.128,210,21,49,291,34,13,48,3,289,4,
http://stats.ncaa.org/team/726/16000,Navy,Patriot,,23,271,144,725,0.175,258,35,76,244,61,4,78,2,349,4,
http://stats.ncaa.org/team/463/16000,Nebraska,Big Ten,,15,207,63,492,0.293,182,18,40,227,10,2,83,5,268.5,3,
http://stats.ncaa.org/team/466/16000,Nevada,Mountain West,,23,291,156,900,0.15,261,33,41,402,40,8,84,15,374,5,
http://stats.ncaa.org/team/469/16000,New Hampshire,America East,,24,284,95,719,0.263,246,48,50,314,53,7,76,11,377,3,
http://stats.ncaa.org/team/473/16000,New Mexico,Mountain West,,21,261,113,766,0.193,236,45,34,320,25,6,58,6,341,6,
http://stats.ncaa.org/team/472/16000,New Mexico St.,WAC,,20,267,105,689,0.235,246,40,48,316,36,15,69,10,356.5,8,
http://stats.ncaa.org/team/474/16000,New Orleans,Southland,,25,273,127,934,0.156,252,51,47,444,39,11,56,6,363,7,
http://stats.ncaa.org/team/482/16000,Niagara,MAAC,,19,205,106,664,0.149,196,23,32,255,35,8,52,10,262,3,
http://stats.ncaa.org/team/483/16000,Nicholls,Southland,,23,277,127,815,0.184,253,35,49,321,30,7,54,5,346,5,
http://stats.ncaa.org/team/485/16000,Norfolk St.,MEAC,,10,98,60,318,0.119,91,10,19,125,14,3,19,1,120.5,4,
http://stats.ncaa.org/team/487/16000,North Ala.,ASUN,,17,219,55,617,0.266,209,26,33,339,22,2,54,5,274,3,
http://stats.ncaa.org/team/457/16000,North Carolina,ACC,,18,227,103,567,0.219,208,35,35,207,17,3,60,4,295,7,
http://stats.ncaa.org/team/494/16000,North Dakota,Summit League,,20,203,135,643,0.106,185,27,44,247,48,5,61,3,265.5,15,
http://stats.ncaa.org/team/493/16000,North Dakota St.,Summit League,,23,296,104,788,0.244,267,37,37,329,27,11,44,7,366,2,
http://stats.ncaa.org/team/2711/16000,North Florida,ASUN,,16,201,74,516,0.246,183,25,52,204,38,7,46,7,256,2,
http://stats.ncaa.org/team/497/16000,North Texas,C-USA,,26,351,147,938,0.217,332,37,43,389,39,13,96,10,449,18,
http://stats.ncaa.org/team/500/16000,Northeastern,CAA,,23,271,126,750,0.193,252,26,40,321,44,6,58,7,332,9,
http://stats.ncaa.org/team/501/16000,Northern Ariz.,Big Sky,,16,176,68,604,0.179,161,30,33,251,16,6,62,5,243,2,
http://stats.ncaa.org/team/502/16000,Northern Colo.,Big Sky,,19,261,83,624,0.285,244,24,39,263,26,14,65,5,331.5,1,
http://stats.ncaa.org/team/505/16000,Northern Ky.,Horizon,,23,251,144,784,0.136,236,25,52,308,33,3,103,11,330.5,8,
http://stats.ncaa.org/team/509/16000,Northwestern,Big Ten,,20,281,78,611,0.332,250,39,36,265,30,10,78,6,369,2,
http://stats.ncaa.org/team/508/16000,Northwestern St.,Southland,,23,228,94,695,0.193,202,40,34,276,53,26,70,7,329,28,
http://stats.ncaa.org/team/513/16000,Notre Dame,ACC,,19,216,96,648,0.185,206,25,42,283,29,8,54,7,276,3,
http://stats.ncaa.org/team/514/16000,Oakland,Horizon,,23,255,116,806,0.172,240,30,28,393,31,12,50,4,322,5,
http://stats.ncaa.org/team/519/16000,Ohio,MAC,,17,226,94,598,0.221,204,21,29,242,34,10,26,5,270,4,
http://stats.ncaa.org/team/518/16000,Ohio St.,Big Ten,,14,193,73,496,0.242,179,15,43,167,23,8,30,4,231,2,
http://stats.ncaa.org/team/522/16000,Oklahoma,Big 12,,23,312,102,775,0.271,286,32,41,326,38,8,84,9,394,5,
http://stats.ncaa.org/team/523/16000,Old Dominion,Sun Belt,,20,219,139,659,0.121,198,36,38,257,33,7,76,11,300,3,
http://stats.ncaa.org/team/433/16000,Ole Miss,SEC,,14,172,77,462,0.206,160,11,41,162,20,5,63,3,219.5,,
http://stats.ncaa.org/team/464/16000,Omaha,Summit League,,20,275,104,716,0.239,253,30,41,273,13,12,72,5,353,,
http://stats.ncaa.org/team/527/16000,Oral Roberts,Summit League,,25,295,150,872,0.166,275,28,43,368,44,12,90,10,380,6,
http://stats.ncaa.org/team/529/16000,Oregon,Pac-12,,16,231,73,547,0.289,216,19,43,236,12,4,59,15,283.5,,
http://stats.ncaa.org/team/528/16000,Oregon St.,Pac-12,,22,269,135,743,0.18,250,24,31,322,31,7,77,12,338.5,5,
http://stats.ncaa.org/team/534/16000,Pacific,WCC,,21,291,143,769,0.192,275,31,49,315,26,10,34,14,349,2,
http://stats.ncaa.org/team/540/16000,Penn,Ivy League,,11,143,67,375,0.203,138,17,18,171,12,2,32,6,178,2,
http://stats.ncaa.org/team/539/16000,Penn St.,Big Ten,,21,299,106,696,0.277,281,34,33,261,14,7,98,7,389,5,
http://stats.ncaa.org/team/541/16000,Pepperdine,WCC,,21,280,118,779,0.208,261,29,40,332,21,10,102,11,370,5,
http://stats.ncaa.org/team/545/16000,Pittsburgh,ACC,,23,311,106,734,0.279,297,26,30,304,27,10,100,7,397,1,
http://stats.ncaa.org/team/551/16000,Portland,WCC,,22,271,129,757,0.188,254,48,32,331,34,7,86,8,369,6,
http://stats.ncaa.org/team/550/16000,Portland St.,Big Sky,,23,249,133,769,0.151,227,35,43,310,40,8,62,7,323,12,
http://stats.ncaa.org/team/553/16000,Prairie View,SWAC,,23,202,167,689,0.051,184,26,53,257,60,8,58,7,265,1,
http://stats.ncaa.org/team/1320/16000,Presbyterian,Big South,,23,265,126,799,0.174,239,47,35,341,56,13,38,3,344,,
http://stats.ncaa.org/team/554/16000,Princeton,Ivy League,,10,139,52,390,0.223,127,22,12,185,17,4,12,1,171,,
http://stats.ncaa.org/team/556/16000,Providence,Big East,,25,310,129,962,0.188,287,55,55,450,38,7,64,6,404,6,
http://stats.ncaa.org/team/559/16000,Purdue,Big Ten,,22,294,86,726,0.287,260,36,40,304,17,9,102,18,390,1,
http://stats.ncaa.org/team/308/16000,Purdue Fort Wayne,Horizon,,21,292,136,798,0.195,268,24,34,353,31,13,56,9,357,5,
http://stats.ncaa.org/team/11504/16000,Queens (NC),ASUN,,22,258,98,728,0.22,240,31,38,321,31,12,56,12,329,11,
http://stats.ncaa.org/team/562/16000,Quinnipiac,MAAC,,15,173,83,469,0.192,160,26,21,197,32,6,42,1,226,7,
http://stats.ncaa.org/team/563/16000,Radford,Big South,,26,305,154,918,0.164,281,23,62,403,44,5,54,4,360,8,
http://stats.ncaa.org/team/572/16000,Rhode Island,Atlantic 10,,21,190,123,665,0.101,175,29,32,281,46,5,46,1,247,7,
http://stats.ncaa.org/team/574/16000,Rice,C-USA,,19,251,83,683,0.246,231,22,29,322,16,9,56,7,310,1,
http://stats.ncaa.org/team/576/16000,Rider,MAAC,,22,202,148,656,0.082,189,27,43,227,52,3,32,6,248,8,
http://stats.ncaa.org/team/579/16000,Robert Morris,Horizon,,24,267,120,760,0.193,237,46,36,301,56,3,64,5,348,10,
http://stats.ncaa.org/team/587/16000,Rutgers,Big Ten,,25,300,129,846,0.202,279,36,49,390,29,11,84,14,389,7,
http://stats.ncaa.org/team/676/16000,SFA,WAC,,26,374,122,"1,041",0.242,335,43,50,475,29,8,102,7,476,6,
http://stats.ncaa.org/team/660/16000,SIUE,OVC,,21,257,124,687,0.194,242,25,41,275,27,6,70,18,323,5,
http://stats.ncaa.org/team/663/16000,SMU,AAC,,21,284,101,738,0.248,266,39,47,320,25,12,69,12,369.5,1,
http://stats.ncaa.org/team/102/16000,Sacramento St.,Big Sky,,19,246,85,668,0.241,222,32,51,282,36,10,90,5,333,3,
http://stats.ncaa.org/team/590/16000,Sacred Heart,NEC,,24,299,132,833,0.2,281,33,36,344,41,10,88,7,386,6,
http://stats.ncaa.org/team/600/16000,Saint Francis (PA),NEC,,25,269,169,895,0.112,253,45,69,353,32,7,61,13,351.5,12,
http://stats.ncaa.org/team/609/16000,Saint Louis,Atlantic 10,,22,253,126,679,0.187,238,69,45,294,36,9,41,14,351.5,4,
http://stats.ncaa.org/team/610/16000,Saint Mary's (CA),WCC,,14,152,93,501,0.118,145,17,30,168,24,5,34,4,191,2,
http://stats.ncaa.org/team/617/16000,Saint Peter's,MAAC,,21,157,114,614,0.07,142,25,40,203,61,10,42,9,213,9,
http://stats.ncaa.org/team/624/16000,Sam Houston,WAC,,24,250,150,807,0.124,235,43,42,332,41,14,68,13,341,3,
http://stats.ncaa.org/team/625/16000,Samford,SoCon,,20,257,115,735,0.193,230,47,46,286,31,4,60,2,338,2,
http://stats.ncaa.org/team/627/16000,San Diego,WCC,,18,235,85,625,0.24,222,25,42,247,25,6,68,3,300,,
http://stats.ncaa.org/team/626/16000,San Diego St.,Mountain West,,22,290,159,739,0.177,273,30,53,262,37,7,69,14,361.5,6,
http://stats.ncaa.org/team/629/16000,San Francisco,WCC,,25,328,127,845,0.238,288,40,61,337,47,8,64,2,408,2,
http://stats.ncaa.org/team/630/16000,San Jose St.,Mountain West,,19,293,103,685,0.277,273,32,45,287,21,10,44,11,357,8,
http://stats.ncaa.org/team/631/16000,Santa Clara,WCC,,21,257,85,625,0.275,230,30,64,232,47,10,37,3,315.5,7,
http://stats.ncaa.org/team/1356/16000,Seattle U,WAC,,12,142,54,383,0.23,123,15,18,167,16,6,34,6,180,,
http://stats.ncaa.org/team/635/16000,Seton Hall,Big East,,21,274,109,703,0.235,251,39,55,281,24,12,58,4,354,5,
http://stats.ncaa.org/team/639/16000,Siena,MAAC,,22,227,137,770,0.117,213,41,51,303,49,2,44,11,292,5,
http://stats.ncaa.org/team/646/16000,South Alabama,Sun Belt,,23,306,127,904,0.198,284,34,50,408,28,12,66,9,385,1,
http://stats.ncaa.org/team/648/16000,South Carolina,SEC,,17,234,81,591,0.259,218,19,51,213,26,12,66,2,298,2,
http://stats.ncaa.org/team/647/16000,South Carolina St.,MEAC,,12,70,67,302,0.01,65,16,35,101,38,3,16,2,97,4,
http://stats.ncaa.org/team/650/16000,South Dakota,Summit League,,25,314,121,809,0.239,290,35,39,342,56,15,78,10,403,9,
http://stats.ncaa.org/team/649/16000,South Dakota St.,Summit League,,21,247,95,751,0.202,224,32,43,354,31,11,70,9,325,3,
http://stats.ncaa.org/team/651/16000,South Fla.,AAC,,24,313,123,785,0.242,294,57,56,322,35,14,62,17,415,2,
http://stats.ncaa.org/team/654/16000,Southeast Mo. St.,OVC,,23,278,113,825,0.2,255,26,40,356,32,8,89,6,356.5,4,
http://stats.ncaa.org/team/655/16000,Southeastern La.,Southland,,25,331,104,887,0.256,296,42,49,369,37,22,90,10,440,5,
http://stats.ncaa.org/team/657/16000,Southern California,Pac-12,,20,282,94,632,0.297,262,43,75,239,28,3,60,11,358,3,
http://stats.ncaa.org/team/659/16000,Southern Ill.,MVC,,21,300,111,741,0.255,282,38,46,301,21,5,41,3,363.5,3,
http://stats.ncaa.org/team/661/16000,Southern Ind.,OVC,,22,229,118,731,0.152,207,22,47,318,42,1,78,8,291,6,
http://stats.ncaa.org/team/664/16000,Southern Miss.,Sun Belt,,22,287,96,727,0.263,258,46,51,313,33,13,62,16,377,6,
http://stats.ncaa.org/team/665/16000,Southern U.,SWAC,,19,149,132,551,0.031,138,16,37,211,44,9,52,6,200,4,
http://stats.ncaa.org/team/667/16000,Southern Utah,WAC,,17,184,99,572,0.149,162,11,35,203,19,9,32,21,220,2,
http://stats.ncaa.org/team/599/16000,St. Francis Brooklyn,NEC,,24,256,138,807,0.146,234,36,49,323,31,8,88,16,344,8,
http://stats.ncaa.org/team/603/16000,St. John's (NY),Big East,,24,325,137,772,0.244,310,33,69,249,36,5,81,10,403.5,2,
http://stats.ncaa.org/team/620/16000,St. Thomas (MN),Summit League,,23,210,120,726,0.124,194,44,45,289,55,9,80,18,303,8,
http://stats.ncaa.org/team/674/16000,Stanford,Pac-12,,14,182,68,432,0.264,169,20,37,137,14,5,72,5,243,,
http://stats.ncaa.org/team/678/16000,Stetson,ASUN,,19,243,78,638,0.259,226,47,37,301,22,17,42,2,328,3,
http://stats.ncaa.org/team/682/16000,Stonehill,NEC,,15,153,89,463,0.138,140,19,56,164,37,5,18,2,186,3,
http://stats.ncaa.org/team/683/16000,Stony Brook,CAA,,20,240,104,678,0.201,229,39,52,270,41,6,67,14,318.5,5,
http://stats.ncaa.org/team/688/16000,Syracuse,ACC,,22,297,118,773,0.232,270,29,49,316,40,12,64,13,370,1,
http://stats.ncaa.org/team/698/16000,TCU,Big 12,,18,229,118,627,0.177,214,13,46,216,27,7,44,3,271,2,
http://stats.ncaa.org/team/1395/16000,Tarleton St.,WAC,,24,323,112,790,0.267,297,47,44,323,23,19,60,13,419,24,
http://stats.ncaa.org/team/690/16000,Temple,AAC,,20,241,107,681,0.197,220,27,58,250,23,10,50,11,303,2,
http://stats.ncaa.org/team/694/16000,Tennessee,SEC,,24,323,135,878,0.214,285,37,48,339,33,9,75,7,406.5,1,
http://stats.ncaa.org/team/691/16000,Tennessee St.,OVC,,16,179,92,567,0.153,157,15,30,220,29,10,28,7,218,8,
http://stats.ncaa.org/team/692/16000,Tennessee Tech,OVC,,24,281,137,792,0.182,267,33,55,292,42,7,64,10,353,1,
http://stats.ncaa.org/team/199/16000,Tex. A&M-Commerce,Southland,,21,225,155,814,0.086,205,29,40,339,35,11,74,12,302,4,
http://stats.ncaa.org/team/703/16000,Texas,Big 12,,14,199,66,437,0.304,192,18,26,190,17,4,60,7,251,2,
http://stats.ncaa.org/team/697/16000,Texas A&M,SEC,,21,251,102,677,0.22,236,29,54,265,16,9,86,6,332,4,
http://stats.ncaa.org/team/699/16000,Texas Southern,SWAC,,9,70,51,279,0.068,61,11,12,97,24,3,14,3,91,2,
http://stats.ncaa.org/team/670/16000,Texas St.,Sun Belt,,20,265,82,657,0.279,240,35,54,262,46,8,58,8,337,3,
http://stats.ncaa.org/team/700/16000,Texas Tech,Big 12,,21,304,89,680,0.316,278,33,40,298,24,13,76,8,388,3,
http://stats.ncaa.org/team/141/16000,The Citadel,SoCon,,25,289,149,848,0.165,264,46,38,340,29,13,72,11,384,5,
http://stats.ncaa.org/team/709/16000,Toledo,MAC,,20,254,102,610,0.249,225,33,39,250,24,17,49,13,328.5,4,
http://stats.ncaa.org/team/711/16000,Towson,CAA,,24,325,93,736,0.315,304,40,64,293,24,5,110,10,425,6,
http://stats.ncaa.org/team/716/16000,Troy,Sun Belt,,23,265,125,678,0.206,249,33,63,222,45,9,44,5,329,,
http://stats.ncaa.org/team/718/16000,Tulane,AAC,,23,293,107,793,0.235,254,36,42,352,38,17,26,3,359,4,
http://stats.ncaa.org/team/719/16000,Tulsa,AAC,,23,285,122,961,0.17,260,25,38,456,35,7,56,6,345,8,
http://stats.ncaa.org/team/9/16000,UAB,C-USA,,24,305,125,879,0.205,288,44,40,407,29,12,56,,389,10,
http://stats.ncaa.org/team/14/16000,UAlbany,America East,,22,246,143,696,0.148,241,38,50,244,41,8,68,2,326,6,
http://stats.ncaa.org/team/108/16000,UC Davis,Big West,,17,178,93,529,0.161,158,33,28,214,31,7,44,9,240,10,
http://stats.ncaa.org/team/109/16000,UC Irvine,Big West,,19,283,92,694,0.275,264,19,26,306,23,6,91,9,353.5,2,
http://stats.ncaa.org/team/111/16000,UC Riverside,Big West,,23,267,127,802,0.175,237,35,54,339,36,13,53,9,341.5,3,
http://stats.ncaa.org/team/112/16000,UC San Diego,Big West,,23,291,106,741,0.25,274,30,23,323,42,12,98,2,382,7,
http://stats.ncaa.org/team/104/16000,UC Santa Barbara,Big West,,22,252,124,655,0.195,240,39,56,231,29,8,100,12,349,21,
http://stats.ncaa.org/team/128/16000,UCF,AAC,,8,113,39,252,0.294,104,15,12,92,8,4,30,2,147,1,
http://stats.ncaa.org/team/110/16000,UCLA,Pac-12,,18,234,100,585,0.229,220,36,38,227,19,22,68,8,326,2,
http://stats.ncaa.org/team/164/16000,UConn,Big East,,16,186,85,539,0.187,171,23,41,225,18,3,54,5,239,6,
http://stats.ncaa.org/team/302/16000,UIC,MVC,,19,260,94,681,0.244,238,30,44,300,24,5,58,1,324,8,
http://stats.ncaa.org/team/2743/16000,UIW,Southland,,9,86,46,236,0.169,82,23,27,90,22,3,26,,125,1,
http://stats.ncaa.org/team/498/16000,ULM,Sun Belt,,24,261,106,842,0.184,235,40,48,367,33,16,34,6,334,21,
http://stats.ncaa.org/team/391/16000,UMBC,America East,,19,248,109,674,0.206,232,41,40,266,34,3,46,13,315,5,
http://stats.ncaa.org/team/393/16000,UMES,MEAC,,19,232,90,616,0.231,211,34,52,256,40,9,40,11,295,14,
http://stats.ncaa.org/team/456/16000,UNC Asheville,Big South,,25,276,126,883,0.17,252,33,41,381,42,11,62,13,351,7,
http://stats.ncaa.org/team/459/16000,UNC Greensboro,SoCon,,22,264,133,730,0.179,243,37,44,309,34,9,48,4,334,,
http://stats.ncaa.org/team/460/16000,UNCW,CAA,,22,230,122,756,0.143,218,30,58,288,30,7,69,13,301.5,1,
http://stats.ncaa.org/team/504/16000,UNI,MVC,,22,272,124,737,0.201,251,30,37,265,39,8,62,6,341,10,
http://stats.ncaa.org/team/465/16000,UNLV,Mountain West,,24,329,120,809,0.258,314,31,45,286,27,17,85,29,419.5,4,
http://stats.ncaa.org/team/10411/16000,USC Upstate,Big South,,21,242,105,744,0.184,216,23,34,311,34,10,68,12,309,9,
http://stats.ncaa.org/team/702/16000,UT Arlington,WAC,,24,257,119,798,0.173,225,38,38,346,39,12,104,10,359,8,
http://stats.ncaa.org/team/695/16000,UT Martin,OVC,,27,335,152,949,0.193,310,57,47,394,35,4,104,13,448,4,
http://stats.ncaa.org/team/704/16000,UTEP,C-USA,,28,314,151,864,0.189,296,62,73,348,41,17,106,14,446,15,
http://stats.ncaa.org/team/536/16000,UTRGV,WAC,,28,380,131,977,0.255,347,34,42,422,28,16,104,7,482,3,
http://stats.ncaa.org/team/706/16000,UTSA,C-USA,,21,243,103,713,0.196,213,27,60,291,46,10,42,21,301,4,
http://stats.ncaa.org/team/732/16000,Utah,Pac-12,,23,317,119,779,0.254,285,30,48,335,30,7,74,17,391,2,
http://stats.ncaa.org/team/731/16000,Utah St.,Mountain West,,17,210,110,581,0.172,205,29,47,191,30,6,64,11,277,5,
http://stats.ncaa.org/team/30095/16000,Utah Tech,WAC,,14,168,68,485,0.206,158,17,31,231,20,3,33,4,204.5,5,
http://stats.ncaa.org/team/30024/16000,Utah Valley,WAC,,20,237,126,625,0.178,222,36,48,224,43,7,84,1,322,3,
http://stats.ncaa.org/team/740/16000,VCU,Atlantic 10,,23,263,129,787,0.17,243,31,41,300,29,6,81,4,340.5,1,
http://stats.ncaa.org/team/735/16000,Valparaiso,MVC,,24,349,130,860,0.255,319,30,61,363,25,9,62,15,419,6,
http://stats.ncaa.org/team/739/16000,Villanova,Big East,,25,300,127,854,0.203,257,41,62,326,39,7,81,10,388.5,7,
http://stats.ncaa.org/team/746/16000,Virginia,ACC,,23,294,122,737,0.233,275,35,49,320,35,6,80,12,375,4,
http://stats.ncaa.org/team/742/16000,Virginia Tech,ACC,,20,241,123,660,0.179,220,38,43,285,25,4,89,5,327.5,6,
http://stats.ncaa.org/team/749/16000,Wake Forest,ACC,,20,255,108,698,0.211,239,33,39,339,22,12,46,7,323,1,
http://stats.ncaa.org/team/756/16000,Washington,Pac-12,,15,227,63,537,0.305,214,22,27,234,21,5,38,7,273,1,
http://stats.ncaa.org/team/754/16000,Washington St.,Pac-12,,21,280,80,604,0.331,242,40,40,246,21,9,99,14,378.5,1,
http://stats.ncaa.org/team/758/16000,Weber St.,Big Sky,,23,269,109,779,0.205,256,36,47,325,20,16,92,26,367,4,
http://stats.ncaa.org/team/768/16000,West Virginia,Big 12,,22,245,145,708,0.141,224,30,48,249,26,12,78,7,326,6,
http://stats.ncaa.org/team/769/16000,Western Caro.,SoCon,,25,343,121,871,0.255,304,39,45,351,31,12,84,9,436,5,
http://stats.ncaa.org/team/771/16000,Western Ill.,Summit League,,24,272,136,892,0.152,262,42,48,379,35,5,70,15,354,8,
http://stats.ncaa.org/team/772/16000,Western Ky.,C-USA,,23,295,97,702,0.282,286,45,57,291,32,14,83,8,395.5,5,
http://stats.ncaa.org/team/774/16000,Western Mich.,MAC,,21,305,118,793,0.236,282,34,48,323,19,9,44,6,370,1,
http://stats.ncaa.org/team/782/16000,Wichita St.,AAC,,21,253,106,698,0.211,239,27,34,288,24,9,86,8,332,3,
http://stats.ncaa.org/team/786/16000,William & Mary,CAA,,20,255,103,689,0.221,226,25,45,295,33,5,42,15,306,3,
http://stats.ncaa.org/team/792/16000,Winthrop,Big South,,22,254,122,731,0.181,243,29,41,291,34,19,70,16,337,5,
http://stats.ncaa.org/team/796/16000,Wisconsin,Big Ten,,15,196,57,476,0.292,188,25,46,203,9,2,80,5,263,,
http://stats.ncaa.org/team/2915/16000,Wofford,SoCon,,24,325,128,923,0.213,297,29,43,400,30,22,60,7,406,,
http://stats.ncaa.org/team/810/16000,Wright St.,Horizon,,19,288,89,722,0.276,279,33,40,351,9,6,58,2,356,1,
http://stats.ncaa.org/team/811/16000,Wyoming,Mountain West,,24,268,117,782,0.193,245,45,67,304,43,14,47,3,350.5,4,
http://stats.ncaa.org/team/812/16000,Xavier,Big East,,27,338,132,953,0.216,304,30,21,414,36,9,54,1,404,7,
http://stats.ncaa.org/team/813/16000,Yale,Ivy League,,10,130,47,293,0.283,110,18,35,117,14,8,4,,158,2,
http://stats.ncaa.org/team/817/16000,Youngstown St.,Horizon,,21,239,108,686,0.191,227,26,67,291,40,9,50,15,299,8,